ID,Deputados,Órgãos,Votações
486,"73645, 74301, 74537, 74538, 74574, 74698, 74763, 74782, 74794",2003,Nenhuma votação
487,"73463, 73468, 73471, 73475, 73574, 73677, 73761, 73904, 73983, 74137, 74301, 74308, 74354, 74441, 74446, 74455, 74469, 74538, 74547, 74571, 74574, 74640, 74665, 74674, 74676, 74698, 74702, 74794, 74801, 74828, 74842",2003,Nenhuma votação
489,"73456, 73458, 73760, 74075, 74346, 74442, 74451, 74455, 74547, 74558, 74592, 74674, 74785, 74804",2008,30408-2
492,"73531, 73575, 73760, 73771, 73873, 73983, 74200, 74581, 74592, 74780, 74792, 74799",2009,Nenhuma votação
564,"73554, 73603, 73686, 73771, 73783, 74133, 74560, 74655, 74841",2007,Nenhuma votação
706,"73454, 73459, 73532, 74240, 74479, 74581, 74805",2015,Nenhuma votação
1028,"73760, 74065, 74075, 74562, 74699, 74780, 74799, 74808",5375,Nenhuma votação
1093,"73534, 73643, 74072, 74194, 74344, 74363, 74537, 74575, 74585, 74592, 74685, 74759, 74782, 74797",5396,Nenhuma votação
1364,"73475, 73487, 73532, 73888, 73896, 74192, 74646",180,Nenhuma votação
1459,"73889, 74072, 74467, 74564, 74772, 74811",5426,Nenhuma votação
460,"74456, 74462, 74559, 74560",2011,Nenhuma votação
496,"73435, 73463, 73468, 73471, 73475, 73484, 73540, 74137, 74319, 74354, 74455, 74461, 74469, 74538, 74574, 74665, 74674, 74698, 74782, 74794, 74802, 74808",2003,Nenhuma votação
499,"73567, 73572, 74120, 74329, 74333, 74456, 74559, 74673, 74744, 74763",2011,Nenhuma votação
504,"73435, 73463, 73468, 73471, 73475, 73477, 73486, 73540, 73558, 73574, 73603, 73643, 73645, 73674, 73761, 73782, 73904, 73906, 73983, 74076, 74112, 74137, 74301, 74308, 74319, 74343, 74354, 74360, 74441, 74446, 74455, 74457, 74459, 74537, 74538, 74557, 74574, 74579, 74580, 74640, 74650, 74674, 74698, 74700, 74763, 74782, 74789, 74792, 74794, 74801, 74802, 74808, 74828, 74829, 74840, 74842",2003,"14841-20, 15056-48, 15330-44, 17062-39, 19804-42, 20002-24, 26288-16, 27171-18, 27176-18, 27633-13, 27638-10, 27902-12, 27921-10, 28067-10, 28071-10, 28074-13, 28820-21, 28861-10, 28910-12, 29087-10, 29206-13, 30682-2"
505,"73424, 73555, 73687, 73771, 73909, 73983, 74192, 74194, 74200, 74344, 74430, 74459, 74475, 74562, 74581, 74590, 74650, 74690, 74787, 74789",2009,Nenhuma votação
511,"73422, 73432, 73491, 73555, 73599, 73684, 73690, 73778, 73780, 73793, 73896, 74199, 74319, 74408, 74452, 74456, 74472, 74535, 74538, 74556, 74572, 74592, 74697, 74785, 74797, 74829",5428,Nenhuma votação
519,"65904, 73427, 73434, 73435, 73442, 73460, 73461, 73464, 73467, 73548, 73557, 73559, 73569, 73573, 73596, 73681, 73686, 73772, 73775, 73781, 73907, 74069, 74087, 74124, 74195, 74200, 74209, 74303, 74304, 74327, 74329, 74349, 74351, 74356, 74364, 74427, 74455, 74459, 74468, 74479, 74535, 74549, 74553, 74554, 74561, 74565, 74568, 74581, 74588, 74632, 74672, 74686, 74691, 74694, 74702, 74744, 74778, 74779, 74783, 74784, 74790, 74810, 97707",2002,Nenhuma votação
541,"73424, 73435, 73446, 73457, 73485, 73560, 73561, 73602, 73691, 73692, 73767, 73985, 74000, 74005, 74018, 74084, 74120, 74209, 74222, 74240, 74300, 74316, 74333, 74340, 74356, 74362, 74419, 74423, 74443, 74449, 74453, 74466, 74582, 74591, 74635, 74648, 74657, 74695, 74742, 74745, 74749, 74756, 74790, 74812, 74834, 74835",2016,"18901-11, 19235-21, 28989-4"
840,"73424, 73427, 73558, 73567, 73603, 73761, 73906, 74000, 74344, 74419, 74427, 74454, 74455, 74555, 74574, 74592, 74793, 74860",5550,Nenhuma votação
917,"73456, 73457, 73471, 73545, 73575, 73585, 73674, 73767, 73775, 73776, 73792, 73793, 73888, 73983, 74342, 74362, 74434, 74556, 74557, 74559, 74657, 74658, 74690, 74693, 74700, 74756, 74804, 74834, 74835",5414,Nenhuma votação
1037,"73771, 74065, 74075, 74194, 74343, 74447, 74562, 74655, 74675, 74690, 74699, 74756, 74780, 74799, 74808",5375,Nenhuma votação
1196,"73471, 73534, 73652, 73654, 73667, 73992, 74016, 74200, 74327, 74333, 74346, 74362, 74444, 74445, 74458, 74465, 74580, 74665, 74674, 74675, 74765, 74784, 74792",5438,Nenhuma votação
1365,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74199, 74646",180,37896-1
1458,"73873, 73889, 74072, 74467, 74564, 74772, 74811",5426,Nenhuma votação
1563,"73454, 73585, 73768, 73777, 73782, 73783, 73795, 73891, 73896, 74097, 74137, 74199, 74321, 74329, 74357, 74364, 74446, 74460, 74477, 74554, 74575, 74592, 74656, 74671, 74765, 74780, 74797, 74799, 74804",535345,Nenhuma votação
427,"65498, 73434, 73456, 73459, 73464, 73469, 73474, 73476, 73482, 73490, 73570, 73592, 73596, 73603, 73652, 73666, 73667, 73681, 73684, 73690, 73692, 73885, 73891, 74016, 74194, 74208, 74216, 74297, 74303, 74343, 74344, 74362, 74405, 74463, 74470, 74479, 74559, 74562, 74563, 74568, 74575, 74586, 74590, 74644, 74652, 74655, 74656, 74675, 74690, 74699, 74753, 74762, 74771, 74777, 74779, 74799, 74807, 74813, 74846, 74848, 74856",2014,"17063-30, 17252-17, 17766-13, 18797-13, 18997-19, 19065-10, 19111-22, 20570-15, 21496-14, 30597-2, 30601-2, 30677-2, 31473-2, 31474-2"
480,"73432, 73445, 73469, 73487, 73535, 73552, 73560, 73767, 73778, 73780, 73793, 73896, 73897, 73992, 74095, 74131, 74207, 74211, 74298, 74318, 74347, 74419, 74450, 74452, 74472, 74535, 74541, 74542, 74552, 74556, 74557, 74584, 74670, 74672, 74693, 74704, 74771, 74787, 74788, 74793, 74795, 74796, 74809, 74849, 74862",2010,"14187-37, 15913-19, 16149-23, 16781-29, 17207-16, 17327-18, 17792-33, 18283-31, 19076-19, 20204-10, 20488-12, 20598-29, 20856-36, 27174-19"
493,"73428, 73431, 73441, 73445, 73455, 73471, 73476, 73548, 73554, 73558, 73579, 73643, 73645, 73777, 73778, 73792, 73794, 73888, 73979, 73981, 73982, 73987, 74102, 74112, 74125, 74137, 74192, 74225, 74291, 74301, 74326, 74454, 74456, 74477, 74520, 74529, 74535, 74537, 74545, 74552, 74576, 74577, 74580, 74583, 74585, 74587, 74593, 74648, 74674, 74695, 74697, 74746, 74747, 74751, 74754, 74767, 74771, 74791, 74795, 74829, 74841, 74846, 74847, 74850, 74861, 97707",2018,"13383-11, 13412-7, 15974-13, 19288-19, 19990-28, 25999-17, 29054-6, 29324-6, 29665-4, 29773-3, 30455-2, 30501-2, 30619-2, 30624-2, 30678-2, 31526-2, 31527-2, 31616-2"
494,"73454, 73456, 73474, 73483, 73485, 73486, 73575, 73579, 73592, 73674, 73688, 73764, 73768, 73781, 73782, 73783, 73792, 73795, 73895, 73896, 73986, 73989, 74001, 74018, 74077, 74097, 74185, 74186, 74199, 74238, 74240, 74321, 74328, 74346, 74351, 74363, 74365, 74405, 74426, 74443, 74460, 74461, 74466, 74473, 74477, 74527, 74541, 74542, 74572, 74573, 74575, 74665, 74669, 74671, 74759, 74765, 74775, 74797, 74801, 74813",2001,"14871-15, 26396-18, 26566-17, 27979-12, 30676-2, 31425-2, 31523-2, 31524-2"
495,"73463, 73485, 73531, 73555, 73575, 73654, 73667, 73687, 73760, 73771, 73783, 73894, 73906, 73909, 73983, 74016, 74084, 74192, 74194, 74200, 74216, 74297, 74344, 74345, 74430, 74439, 74444, 74459, 74475, 74476, 74562, 74568, 74581, 74590, 74592, 74650, 74668, 74669, 74690, 74746, 74780, 74787, 74789, 74792, 74798, 74799, 74842",2009,"19353-18, 19942-12, 20105-12, 29649-3, 30516-2"
497,"73422, 73445, 73456, 73458, 73466, 73469, 73667, 73760, 73794, 73874, 73893, 74346, 74355, 74451, 74455, 74464, 74548, 74592, 74593, 74647, 74674, 74697, 74704, 74785, 74793, 74833, 74860",2008,"19337-19, 26187-19, 26594-13, 26605-15, 26847-13, 26999-13, 27000-12, 28227-16, 30045-3, 31505-2, 31508-2, 31509-2"
498,"73451, 73454, 73572, 73765, 73777, 74100, 74120, 74329, 74333, 74357, 74456, 74462, 74479, 74559, 74644, 74673, 74687, 74851",2011,"14907-21, 29547-4, 29632-4, 29660-4, 30237-3"
501,"73455, 73491, 73545, 73559, 73564, 73570, 73776, 73888, 73987, 74133, 74186, 74212, 74216, 74321, 74355, 74417, 74427, 74452, 74465, 74475, 74553, 74588, 74657, 74688, 74742, 74745, 74759, 74775, 74778, 74788, 74809, 74860",2012,"29391-4, 29803-2, 29967-2, 30639-2"
510,"65498, 73434, 73532, 73572, 73666, 73788, 73910, 73982, 74023, 74065, 74099, 74189, 74240, 74326, 74345, 74357, 74414, 74426, 74431, 74451, 74465, 74660, 74671, 74675, 74694, 74700, 74786, 74805, 74834, 74847",2015,"17620-25, 29529-3, 29704-2, 29705-2, 30592-2, 30617-2"
513,"73435, 73463, 73468, 73471, 73475, 73480, 73486, 73540, 73558, 73574, 73603, 73643, 73645, 73674, 73677, 73761, 73782, 73900, 73904, 73906, 73983, 74076, 74084, 74087, 74112, 74137, 74301, 74308, 74319, 74343, 74354, 74360, 74439, 74441, 74446, 74455, 74457, 74459, 74461, 74468, 74469, 74527, 74537, 74538, 74557, 74571, 74574, 74579, 74580, 74663, 74665, 74674, 74676, 74698, 74700, 74702, 74763, 74782, 74789, 74792, 74794, 74801, 74808, 74828, 74829, 74840, 74842",2003,"14692-15, 14976-63, 15500-52, 16099-45, 16164-63, 16261-37, 16292-34, 18887-22, 26013-16, 27326-16"
514,"65498, 73424, 73460, 74069, 74085, 74206, 74238, 74300, 74364, 74423, 74445, 74449, 74450, 74458, 74476, 74585, 74586, 74635, 74685, 74687, 74751, 74775, 74780, 74798, 74807, 74809",2006,"16088-12, 20035-9, 20435-12, 26598-10, 30691-2, 30693-2"
515,"73441, 73446, 73454, 73455, 73461, 73490, 73491, 73534, 73557, 73585, 73602, 73775, 73777, 74065, 74133, 74212, 74295, 74319, 74337, 74342, 74357, 74434, 74458, 74560, 74582, 74592, 74656, 74681, 74691, 74692, 74765, 74767, 74810, 74841, 74851",2004,"16189-13, 17391-18, 18445-16, 19168-14, 19915-12, 19934-9, 28391-7, 29662-3, 29746-2, 29951-2, 30599-2"
517,"73463, 73485, 73531, 73555, 73575, 73654, 73667, 73687, 73760, 73771, 73783, 73894, 73906, 73909, 73983, 74016, 74084, 74192, 74194, 74200, 74216, 74297, 74344, 74345, 74430, 74439, 74444, 74459, 74475, 74476, 74562, 74568, 74581, 74590, 74592, 74650, 74668, 74669, 74690, 74746, 74780, 74787, 74792, 74798, 74799",2009,Nenhuma votação
524,"65904, 73427, 73434, 73435, 73442, 73460, 73461, 73464, 73467, 73548, 73557, 73559, 73569, 73573, 73596, 73681, 73686, 73772, 73775, 73781, 73907, 74069, 74087, 74195, 74200, 74209, 74303, 74304, 74329, 74349, 74351, 74356, 74364, 74417, 74427, 74455, 74459, 74468, 74479, 74535, 74549, 74553, 74554, 74561, 74565, 74568, 74581, 74588, 74632, 74672, 74686, 74691, 74694, 74702, 74744, 74778, 74779, 74783, 74784, 74790, 74810, 74833, 97707",2002,"29949-2, 31332-2"
539,"73490, 73592, 73602, 73691, 73982, 73987, 74084, 74085, 74097, 74099, 74222, 74333, 74340, 74345, 74346, 74349, 74351, 74357, 74360, 74363, 74364, 74465, 74687, 74749",2017,"29598-3, 30044-3, 30218-3, 31714-2, 31715-2"
621,"73491, 73534, 73599, 73645, 73667, 73992, 74016, 74186, 74327, 74333, 74417, 74444, 74445, 74458, 74465, 74535, 74580, 74650, 74665, 74674, 74675, 74765, 74784, 74792",5438,Nenhuma votação
631,"73458, 74075, 74094, 74185, 74346, 74451, 74455, 74558, 74592, 74697, 74785, 74860",2008,Nenhuma votação
841,"73424, 73485, 73532, 73558, 73603, 73888, 73906, 73981, 74000, 74005, 74018, 74102, 74319, 74344, 74427, 74454, 74455, 74555, 74592, 74771, 74781, 74793, 97707",5550,Nenhuma votação
897,"73424, 73684, 73783, 74449, 74450, 74452, 74458, 74476, 74556, 74562, 74563, 74579, 74586, 74588, 74592, 74693, 74751, 74778, 74780, 74787, 74791, 74792, 74834, 74860",5387,Nenhuma votação
975,"73574, 73592, 73653, 73768, 73795, 73888, 73895, 74097, 74185, 74186, 74238, 74473, 74575, 74765, 74797, 74798, 74799",5429,"28596-2, 34695-2, 34696-2, 34697-2"
1023,"73422, 73432, 73445, 73491, 73555, 73599, 73684, 73690, 73778, 73780, 73793, 73896, 73992, 74084, 74108, 74112, 74185, 74298, 74319, 74408, 74452, 74456, 74462, 74472, 74535, 74541, 74542, 74556, 74572, 74592, 74637, 74654, 74660, 74670, 74697, 74785, 74793, 74797, 74829, 74849, 74861",5428,14312-23
1039,"73459, 73771, 73992, 74065, 74075, 74343, 74560, 74562, 74655, 74675, 74699, 74848, 74856",5375,35269-4
1094,"73422, 73442, 73487, 73534, 73559, 73643, 73672, 73677, 73760, 73765, 73904, 74005, 74021, 74076, 74194, 74306, 74344, 74351, 74363, 74422, 74446, 74537, 74538, 74545, 74549, 74563, 74579, 74592, 74648, 74650, 74676, 74685, 74751, 74759, 74778, 74782, 74797, 74804, 74850, 74861",5396,Nenhuma votação
1161,"73569, 74124, 74427, 74674, 74686, 74792, 74833",5349,Nenhuma votação
1366,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74199, 74646",180,Nenhuma votação
1367,"73470, 73475, 73532, 73888, 73896, 74192, 74646",180,Nenhuma votação
1622,"73454, 73602, 73652, 73681, 74016, 74112, 74186, 74444, 74445, 74460, 74462, 74465, 74475, 74812",5427,Nenhuma votação
2047,"73463, 73467, 73482, 73491, 73545, 73570, 73687, 73768, 73778, 73783, 73792, 73795, 73888, 74016, 74427, 74446, 74592, 74681, 74685, 74688, 74744, 74809",5425,Nenhuma votação
2081,"73476, 73483, 73569, 73574, 73654, 74538, 74862",5388,47476-2
2096,"73454, 73574, 73654, 74084, 74133, 74304, 74549, 74575, 74581, 74841",5408,47483-2
507,"73434, 73459, 73470, 73476, 73477, 73482, 73603, 73652, 73667, 73681, 73684, 73692, 73693, 73885, 74194, 74216, 74297, 74303, 74343, 74344, 74362, 74405, 74562, 74563, 74644, 74655, 74675, 74699, 74771, 74777, 74848, 74856",2014,Nenhuma votação
520,"73472, 73507, 73545, 73559, 73564, 73570, 73587, 73776, 73888, 73987, 74017, 74080, 74084, 74186, 74321, 74355, 74417, 74422, 74452, 74475, 74553, 74688, 74745, 74778, 74788, 74809",2012,Nenhuma votação
521,"73463, 73468, 73471, 73475, 73477, 73480, 73540, 73558, 73574, 73603, 73643, 73645, 73677, 73782, 73900, 74112, 74137, 74319, 74343, 74354, 74441, 74455, 74461, 74468, 74469, 74537, 74538, 74557, 74571, 74574, 74579, 74640, 74665, 74674, 74676, 74698, 74700, 74763, 74782, 74789, 74794, 74802, 74808, 74828, 74842",2003,"14572-53, 16444-25, 16611-25, 16736-26, 16786-36, 18010-25, 18905-28, 21048-89, 21400-26, 22091-17, 27309-24, 28080-10, 28840-12"
542,"73424, 73446, 73485, 73539, 73560, 73561, 73602, 73691, 73985, 74000, 74018, 74084, 74209, 74240, 74300, 74316, 74333, 74340, 74341, 74443, 74453, 74466, 74467, 74573, 74591, 74592, 74632, 74635, 74648, 74657, 74695, 74749, 74756, 74768, 74790, 74811, 74834, 74835",2016,"18899-14, 19253-18, 19321-14, 19371-14, 19459-17, 19462-13, 19511-11, 19958-10, 20160-13, 20166-15, 20177-10, 20180-15, 20335-12, 20391-13, 26384-15, 26625-13, 26629-13"
546,"65904, 73427, 73434, 73442, 73461, 73464, 73467, 73557, 73559, 73569, 73596, 73662, 73681, 73686, 73772, 73775, 73781, 74021, 74069, 74087, 74108, 74124, 74195, 74199, 74200, 74209, 74329, 74349, 74358, 74364, 74427, 74447, 74448, 74455, 74468, 74479, 74535, 74549, 74558, 74561, 74565, 74581, 74584, 74588, 74591, 74632, 74637, 74686, 74691, 74694, 74699, 74702, 74778, 74779, 74783, 74784, 74790, 74810, 74833, 74860, 97707",2002,Nenhuma votação
618,"73424, 73460, 73569, 73689, 74364, 74445, 74450, 74458, 74476, 74585, 74586, 74685, 74698, 74775",2006,Nenhuma votação
656,"73471, 73645, 73667, 74194, 74298, 74308, 74333, 74444, 74445, 74458, 74465, 74580, 74586, 74665, 74674, 74675, 74753, 74765, 74775, 74784, 74799",5438,Nenhuma votação
918,"73455, 73456, 73457, 73471, 73545, 73564, 73575, 73585, 73666, 73767, 73775, 73792, 73793, 73888, 73983, 74079, 74341, 74548, 74553, 74556, 74559, 74647, 74657, 74700, 74759, 74768, 74788, 74834, 74835",5414,34475-2
1110,"73434, 73459, 73471, 73476, 73482, 73545, 73585, 73667, 73777, 74343, 74405, 74477, 74537, 74592, 74700, 74704, 74779, 74790, 74795, 74798",526099,Nenhuma votação
1112,"73434, 73461, 73471, 73476, 73545, 73585, 73667, 73777, 73891, 74343, 74405, 74458, 74590, 74652, 74655, 74700, 74704, 74795, 74798",526099,"37900-2, 37901-2"
1281,"73446, 73778, 74362, 74450, 74535, 74549, 74555, 74575, 74579, 74581, 74650, 74652, 74665, 74670, 74771, 74777, 74791, 74810, 74856, 74860",5315,Nenhuma votação
1368,"73470, 73475, 73487, 73532, 73888, 73896, 74199, 74646",180,Nenhuma votação
1461,"73776, 73873, 74072, 74467, 74564, 74772, 74811",5426,Nenhuma votação
1782,"73424, 73451, 73458, 73460, 73461, 74021, 74216, 74333, 74465, 74477, 74538, 74654, 74795",5371,Nenhuma votação
2063,"73454, 73768, 73777, 73896, 74097, 74238, 74329, 74364, 74460, 74575, 74665, 74671, 74765, 74780, 74799",535345,Nenhuma votação
518,"73469, 73470, 73487, 73535, 73552, 73560, 73682, 73778, 73780, 73793, 73896, 73897, 73992, 74095, 74131, 74207, 74211, 74298, 74316, 74318, 74408, 74447, 74452, 74472, 74542, 74552, 74556, 74584, 74693, 74772, 74787, 74788, 74793, 74795, 74796, 74809, 74849, 74862",2010,"16069-18, 16932-39, 17512-15, 17546-31, 21353-8, 21519-13, 31427-2"
526,"73463, 73485, 73531, 73555, 73575, 73667, 73685, 73687, 73760, 73771, 73783, 73873, 73894, 73909, 73983, 74016, 74084, 74192, 74194, 74200, 74216, 74297, 74344, 74345, 74430, 74439, 74444, 74447, 74475, 74476, 74568, 74581, 74590, 74592, 74650, 74669, 74690, 74746, 74780, 74787, 74789, 74792, 74798, 74799, 74801, 74842",2009,"17438-18, 20325-16, 31677-2"
528,"65498, 73434, 73456, 73459, 73464, 73470, 73476, 73482, 73490, 73561, 73569, 73596, 73667, 73681, 73684, 73686, 73690, 73693, 73885, 73891, 74016, 74194, 74208, 74216, 74297, 74303, 74343, 74344, 74353, 74362, 74405, 74444, 74463, 74470, 74479, 74563, 74568, 74575, 74578, 74590, 74592, 74644, 74652, 74655, 74656, 74675, 74682, 74690, 74699, 74753, 74771, 74777, 74779, 74799, 74807, 74846, 74848, 74856",2014,"16204-11, 16397-20, 16466-27, 16577-12, 17704-12, 19501-17, 20551-12, 31583-2, 31784-2, 31785-2"
531,"73428, 73431, 73441, 73476, 73554, 73555, 73558, 73579, 73643, 73645, 73778, 73792, 73794, 73888, 73979, 73982, 73987, 74090, 74102, 74112, 74125, 74192, 74225, 74291, 74301, 74454, 74456, 74477, 74520, 74535, 74545, 74552, 74555, 74576, 74583, 74585, 74587, 74593, 74648, 74674, 74680, 74689, 74695, 74697, 74746, 74747, 74754, 74768, 74771, 74781, 74791, 74795, 74841, 74846, 74847, 74850, 74861, 97707",2018,"19631-12, 19734-17, 20474-13, 29414-6, 31476-2, 31549-2, 31588-2, 31602-2, 31652-2"
534,"73451, 73454, 73572, 73777, 73873, 73990, 74094, 74100, 74120, 74333, 74456, 74462, 74559, 74560, 74581, 74644, 74673, 74680, 74805",2011,31528-2
536,"73454, 73456, 73483, 73486, 73553, 73575, 73579, 73582, 73592, 73653, 73688, 73764, 73768, 73781, 73782, 73783, 73792, 73795, 73886, 73889, 74001, 74018, 74072, 74077, 74097, 74186, 74191, 74199, 74238, 74240, 74298, 74305, 74321, 74328, 74341, 74346, 74358, 74363, 74365, 74405, 74443, 74460, 74461, 74466, 74477, 74541, 74542, 74572, 74573, 74575, 74665, 74669, 74671, 74759, 74765, 74791, 74797, 74801",2001,"20013-20, 31550-2, 31727-2, 31728-2, 31825-2, 31830-2"
540,"73490, 73602, 73691, 73979, 73982, 74069, 74072, 74084, 74085, 74090, 74094, 74333, 74340, 74346, 74357, 74364, 74654, 74687, 74747, 74749",2017,"31717-2, 31740-2"
544,"73463, 73468, 73471, 73475, 73477, 73480, 73540, 73558, 73574, 73643, 73645, 73677, 73761, 73782, 73900, 73904, 73906, 73983, 74023, 74076, 74084, 74087, 74090, 74112, 74137, 74191, 74301, 74308, 74319, 74327, 74343, 74354, 74439, 74446, 74448, 74455, 74457, 74461, 74468, 74469, 74538, 74547, 74550, 74557, 74571, 74574, 74576, 74579, 74580, 74640, 74665, 74674, 74676, 74698, 74700, 74702, 74763, 74782, 74789, 74792, 74794, 74801, 74802, 74808, 74828, 74829, 74840, 74842",2003,"15581-33, 21758-36"
547,"65904, 73427, 73434, 73442, 73461, 73464, 73467, 73557, 73559, 73569, 73596, 73662, 73681, 73686, 73772, 73775, 73781, 74021, 74069, 74087, 74108, 74124, 74195, 74199, 74200, 74209, 74218, 74329, 74349, 74358, 74364, 74427, 74447, 74448, 74455, 74468, 74479, 74535, 74549, 74558, 74561, 74565, 74581, 74584, 74588, 74591, 74632, 74637, 74686, 74691, 74694, 74699, 74702, 74778, 74779, 74783, 74784, 74790, 74810, 74833, 74860, 97707",2002,Nenhuma votação
557,"73441, 73485, 73490, 73491, 73534, 73545, 73602, 73653, 73775, 73777, 74001, 74133, 74212, 74295, 74319, 74337, 74357, 74434, 74560, 74582, 74592, 74656, 74670, 74674, 74691, 74692, 74765, 74772, 74810, 74841, 74856",2004,Nenhuma votação
609,"65498, 73424, 73460, 73689, 74085, 74206, 74445, 74458, 74550, 74585, 74586, 74685, 74687, 74751, 74780, 74798",2006,Nenhuma votação
632,"73422, 73456, 73458, 73469, 73667, 73794, 73874, 73889, 73893, 74094, 74346, 74355, 74442, 74451, 74455, 74464, 74547, 74548, 74558, 74592, 74593, 74647, 74660, 74674, 74697, 74704, 74785, 74793, 74860",2008,Nenhuma votação
707,"65498, 73434, 73532, 73572, 73666, 73788, 73910, 73982, 73990, 74014, 74021, 74023, 74099, 74108, 74111, 74240, 74326, 74345, 74357, 74414, 74426, 74431, 74451, 74465, 74467, 74660, 74675, 74694, 74700, 74786, 74800, 74805, 74830, 74834, 74847",2015,Nenhuma votação
1369,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74199, 74646",180,Nenhuma votação
2082,"73476, 73483, 73554, 73569, 73574, 73654, 73906, 74225, 74538, 74810, 74862",5388,Nenhuma votação
532,"73463, 73468, 73471, 73475, 73477, 73486, 73540, 73558, 73574, 73643, 73645, 73677, 73782, 73900, 73983, 74076, 74079, 74112, 74137, 74308, 74327, 74343, 74354, 74441, 74446, 74448, 74469, 74538, 74574, 74579, 74580, 74640, 74665, 74674, 74676, 74698, 74700, 74702, 74763, 74789, 74792, 74794, 74802, 74808, 74828, 74840, 74842",2003,"14075-21, 14839-54, 15937-24, 16527-48, 21620-29, 21943-10, 28482-13, 28847-10, 29636-10"
537,"73434, 73459, 73464, 73470, 73476, 73477, 73490, 73569, 73603, 73667, 73672, 73681, 73684, 73686, 73690, 73693, 74194, 74303, 74343, 74344, 74405, 74575, 74590, 74655, 74656, 74675, 74690, 74753, 74777, 74856",2014,Nenhuma votação
550,"73428, 73471, 73476, 73554, 73579, 73792, 73979, 73982, 74192, 74454, 74477, 74576, 74577, 74583, 74585, 74587, 74680, 74695, 74746, 74751, 74795, 74861, 97707",2018,Nenhuma votação
554,"73463, 73468, 73471, 73475, 73477, 73486, 73540, 73574, 73603, 73645, 73761, 73782, 73900, 73904, 74084, 74112, 74137, 74191, 74301, 74319, 74343, 74354, 74441, 74446, 74455, 74457, 74461, 74469, 74538, 74574, 74576, 74579, 74640, 74665, 74674, 74676, 74684, 74698, 74763, 74782, 74792, 74794, 74808, 74828, 74840, 74842",2003,"14036-6, 28079-14, 28853-10, 28896-10"
610,"73689, 74476, 74585, 74685, 74780",2006,Nenhuma votação
980,"73592, 73681, 73768, 73888, 73895, 74097, 74199, 74358, 74442, 74466, 74473, 74573, 74575, 74765, 74797, 74798",5429,Nenhuma votação
1022,"73596, 73979, 73982, 73985, 74095, 74097, 74099, 74100, 74177, 74187, 74222, 74344, 74345, 74349, 74358, 74442, 74799, 74809, 74828, 74834, 74847",5430,Nenhuma votação
1095,"73442, 73476, 73487, 73534, 73569, 73574, 73672, 73781, 74005, 74194, 74329, 74344, 74363, 74446, 74538, 74549, 74575, 74579, 74585, 74592, 74685, 74698, 74751, 74778, 74782, 74790",5396,Nenhuma votação
1114,"73434, 73461, 73467, 73470, 73471, 73476, 73482, 73490, 73531, 73545, 73557, 73585, 73667, 73775, 73777, 74333, 74343, 74405, 74477, 74556, 74560, 74590, 74592, 74655, 74704, 74779, 74790, 74795, 74798",526099,Nenhuma votação
1163,"73422, 73441, 73458, 73548, 73559, 73569, 74124, 74354, 74427, 74686, 74693, 74779, 74783, 74785, 74791, 74792, 74804, 74833, 74841, 74860",5349,Nenhuma votação
1370,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74199, 74646",180,Nenhuma votação
1371,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74646",180,37907-1
1462,"73424, 73486, 73687, 73775, 73873, 73889, 73990, 74072, 74298, 74321, 74344, 74355, 74465, 74467, 74549, 74560, 74564, 74585, 74692, 74772, 74811",5426,"37074-2, 37075-2, 37077-2, 37081-2, 37082-2, 37084-2, 37085-2, 37086-2, 37087-2, 37088-2, 37089-2, 37090-2, 37091-2"
1914,"73554, 73654, 73686, 73771, 73783, 73979, 74134, 74137, 74211, 74446, 74447, 74462, 74560, 74571, 74577, 74655, 74682, 74751, 74777, 74841",2007,"28153-4, 33137-2, 33215-2, 33216-2, 33217-2, 33219-2, 33220-2, 33222-2, 33224-2, 33237-2, 33238-2, 33239-2, 33240-2, 33241-2, 33242-2, 33243-2, 33244-2, 33245-2, 33246-2, 33247-2, 33248-2"
2083,"73476, 73483, 73554, 73569, 73574, 73760, 74538",5388,47479-2
522,"73460, 73599, 74177, 74238, 74300, 74305, 74364, 74445, 74449, 74450, 74458, 74476, 74550, 74585, 74586, 74635, 74685, 74687, 74780, 74798, 74804, 74807, 74809, 74811",2006,21581-10
551,"73427, 73485, 73531, 73555, 73575, 73667, 73687, 73771, 73894, 73909, 73983, 74016, 74084, 74194, 74200, 74216, 74297, 74344, 74345, 74439, 74444, 74459, 74475, 74476, 74562, 74568, 74581, 74590, 74592, 74650, 74668, 74690, 74746, 74780, 74787, 74789, 74792, 74798, 74810",2009,"20126-18, 20273-19, 20375-16, 20387-27, 26478-13, 26694-16, 31831-2"
552,"73456, 73483, 73553, 73574, 73575, 73579, 73582, 73592, 73674, 73688, 73764, 73768, 73781, 73782, 73792, 73795, 73889, 73895, 73896, 73986, 74186, 74191, 74240, 74312, 74346, 74351, 74358, 74363, 74365, 74405, 74460, 74466, 74477, 74572, 74575, 74665, 74671, 74783, 74797, 74801, 74813",2001,Nenhuma votação
