ID,Deputados,Órgãos,Votações
852,"73458, 73470, 73482, 73535, 73538, 73572, 73684, 73777, 74295, 74329, 74343, 74423, 74449, 74450, 74452, 74476, 74535, 74556, 74559, 74562, 74563, 74579, 74586, 74588, 74592, 74674, 74685, 74693, 74778, 74780, 74783, 74785, 74787, 74791, 74792, 74829",5387,Nenhuma votação
1083,"73778, 73891, 74069, 74450, 74549, 74575, 74791, 74803, 74810",5315,Nenhuma votação
1142,"73435, 73484, 73535, 73560, 73579, 73603, 73645, 74329, 74462, 74571, 74577, 74590, 74695, 74704, 74800, 74856",5364,"35769-3, 35771-3, 35772-3, 35773-3, 35774-2, 35775-2"
1335,"73470, 73475, 73487, 73888, 73896, 74192, 74646",180,Nenhuma votação
2084,"73454, 73574, 73654, 74014, 74133, 74304, 74467, 74476, 74575, 74581, 74794, 74800",5408,Nenhuma votação
47,"73490, 73602, 73985, 73987, 74072, 74075, 74084, 74085, 74087, 74094, 74097, 74099, 74177, 74222, 74340, 74342, 74345, 74346, 74351, 74357, 74363, 74364, 74465, 74747",2017,"19586-5, 27154-2, 27156-2, 27157-2, 27220-2, 27227-2"
109,"73469, 73470, 73487, 73535, 73552, 73560, 73595, 73682, 73778, 73780, 73793, 73896, 73897, 74091, 74095, 74125, 74207, 74211, 74298, 74316, 74347, 74408, 74419, 74430, 74447, 74450, 74472, 74535, 74541, 74542, 74552, 74556, 74584, 74588, 74670, 74672, 74693, 74704, 74772, 74785, 74787, 74793, 74795, 74796, 74809",2010,"16359-20, 17664-19, 18342-12, 19157-10, 19827-24, 21163-16, 21527-8, 21528-8, 21614-19, 26889-2, 26979-2, 27060-2, 27061-2"
110,"73454, 73456, 73474, 73483, 73486, 73553, 73575, 73582, 73592, 73674, 73688, 73764, 73768, 73781, 73782, 73783, 73795, 73886, 73889, 73895, 73986, 73989, 74001, 74072, 74077, 74097, 74191, 74199, 74238, 74240, 74305, 74312, 74328, 74351, 74365, 74443, 74460, 74461, 74466, 74473, 74527, 74572, 74573, 74575, 74671, 74759, 74765, 74797, 74801, 74813",2001,Nenhuma votação
111,"73427, 73471, 73476, 73488, 73548, 73554, 73555, 73579, 73643, 73645, 73690, 73764, 73778, 73792, 73794, 73888, 73897, 74075, 74112, 74125, 74134, 74192, 74225, 74291, 74454, 74477, 74520, 74529, 74537, 74545, 74552, 74577, 74580, 74583, 74585, 74648, 74656, 74658, 74674, 74680, 74695, 74747, 74751, 74768, 74771, 74791, 74795, 74841, 74846, 74847, 74850, 74861",2018,"13263-6, 13355-7, 17633-14, 18500-10, 19369-10, 19629-10, 19683-10, 27020-2, 27214-2, 27215-2"
113,"73435, 73446, 73485, 73554, 73560, 73561, 73572, 73602, 73691, 73767, 73795, 73985, 74000, 74018, 74084, 74209, 74222, 74300, 74316, 74333, 74340, 74341, 74356, 74362, 74419, 74423, 74449, 74466, 74467, 74591, 74635, 74648, 74657, 74685, 74695, 74745, 74756, 74772, 74790, 74805, 74811, 74812, 74834, 74835, 74861",2016,"15998-13, 18303-23, 20810-26, 21050-25, 27057-2, 27249-2"
114,"73441, 73461, 73466, 73485, 73490, 73531, 73534, 73557, 73567, 73585, 73602, 73653, 73758, 73775, 73777, 73780, 74065, 74100, 74133, 74248, 74295, 74337, 74342, 74357, 74363, 74417, 74434, 74557, 74560, 74582, 74592, 74656, 74681, 74692, 74767, 74810, 74841, 74851, 74856",2004,"26970-2, 27101-2"
115,"73454, 73456, 73474, 73483, 73486, 73507, 73575, 73582, 73592, 73653, 73687, 73688, 73764, 73768, 73781, 73782, 73783, 73795, 73886, 73889, 73891, 73895, 73896, 73989, 74001, 74072, 74077, 74097, 74185, 74186, 74191, 74238, 74240, 74305, 74312, 74321, 74328, 74341, 74346, 74351, 74358, 74360, 74365, 74405, 74442, 74443, 74460, 74461, 74466, 74473, 74477, 74527, 74541, 74542, 74554, 74573, 74575, 74665, 74669, 74671, 74759, 74791, 74797, 74801, 74813",2001,"15392-51, 17273-12, 26789-2, 26975-2, 26978-2, 27036-2, 27209-2, 27210-2, 27211-2, 27213-2"
129,"73467, 73531, 73555, 73575, 73654, 73667, 73687, 73760, 73783, 73873, 73894, 73906, 73909, 73983, 74084, 74192, 74194, 74200, 74216, 74235, 74297, 74333, 74344, 74430, 74439, 74444, 74447, 74459, 74475, 74476, 74562, 74568, 74581, 74668, 74669, 74679, 74690, 74780, 74787, 74789, 74792, 74798, 74799, 74842",2009,"19613-9, 26962-2, 26963-2, 26964-2, 26965-2, 26966-2, 27056-2, 27186-2"
139,"73434, 73484, 73569, 73574, 73654, 73761, 73783, 74133, 74134, 74211, 74470, 74560, 74571, 74585, 74647, 74665, 74684, 74751, 74777, 74841, 74856",2007,"27160-2, 27161-2, 27162-2, 27163-2, 27164-2, 27165-2, 27166-2, 27167-2, 27168-2, 27198-2, 27199-2, 27200-2, 27201-2, 27204-2, 27205-2, 27207-2"
147,"73467, 73531, 73555, 73575, 73654, 73667, 73687, 73760, 73783, 73873, 73894, 73906, 73909, 73983, 74084, 74192, 74194, 74200, 74216, 74235, 74297, 74344, 74430, 74439, 74444, 74447, 74459, 74475, 74476, 74568, 74581, 74668, 74669, 74679, 74690, 74780, 74787, 74789, 74792, 74799, 74842",2009,Nenhuma votação
156,"65498, 73460, 73535, 73538, 73599, 74069, 74085, 74177, 74206, 74222, 74300, 74333, 74364, 74423, 74445, 74449, 74450, 74454, 74476, 74585, 74586, 74685, 74751, 74780, 74798, 74804, 74807, 74809",2006,"27223-3, 27224-3, 27225-3, 27226-3, 27228-3, 27229-3, 27230-3, 27231-3, 27232-3, 27233-3, 27238-2, 27276-2, 27277-2"
160,"73434, 73532, 73666, 73686, 73788, 73910, 74023, 74065, 74099, 74108, 74111, 74189, 74240, 74326, 74345, 74357, 74414, 74416, 74426, 74465, 74467, 74538, 74671, 74694, 74700, 74786, 74800, 74805, 74834, 74847",2015,"14073-10, 15580-11, 18436-8, 19383-10"
325,"73472, 73491, 73545, 73559, 73564, 73570, 73776, 73888, 74017, 74080, 74186, 74216, 74321, 74347, 74353, 74355, 74417, 74427, 74452, 74475, 74553, 74588, 74592, 74688, 74745, 74759, 74778, 74788, 74809",2012,"16502-17, 26428-15, 28822-2"
373,"73455, 73491, 73507, 73545, 73559, 73570, 73573, 73587, 73776, 73888, 73987, 74017, 74186, 74321, 74355, 74417, 74434, 74452, 74475, 74553, 74588, 74688, 74759, 74778, 74809",2012,Nenhuma votação
1336,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74646",180,Nenhuma votação
151,"73434, 73654, 73761, 73771, 73772, 73775, 73783, 74134, 74137, 74211, 74560, 74571, 74577, 74585, 74590, 74684, 74751, 74841",2007,Nenhuma votação
154,"65498, 73434, 73459, 73476, 73482, 73572, 73652, 73684, 73885, 74216, 74344, 74360, 74362, 74460, 74590, 74652, 74690, 74762, 74807, 74853, 74856",2014,Nenhuma votação
438,"73421, 73435, 73442, 73463, 73471, 73475, 73477, 73480, 73484, 73534, 73540, 73574, 73587, 73588, 73643, 73645, 73662, 73677, 73761, 73782, 73904, 73906, 73983, 73994, 74023, 74076, 74087, 74112, 74191, 74298, 74301, 74308, 74319, 74327, 74354, 74439, 74441, 74446, 74448, 74455, 74459, 74469, 74527, 74537, 74538, 74557, 74579, 74580, 74637, 74663, 74665, 74674, 74676, 74684, 74698, 74700, 74702, 74763, 74771, 74777, 74782, 74789, 74792, 74794, 74802, 74808, 74828, 74829, 74842",2003,"14187-31, 20638-34"
439,"73421, 73435, 73463, 73471, 73475, 73477, 73540, 73567, 73574, 73677, 73761, 73782, 73983, 73994, 74076, 74112, 74137, 74301, 74319, 74327, 74354, 74439, 74441, 74446, 74455, 74459, 74469, 74478, 74538, 74571, 74579, 74665, 74684, 74698, 74763, 74782, 74789, 74794, 74828, 74829, 74840, 74842",2003,"14105-6, 14173-10, 14192-10, 14200-10, 14208-10, 14232-10, 14234-10, 14240-10, 14352-12, 14415-13, 14444-13, 14481-18, 14594-11, 14863-13, 17201-23, 17976-18, 18469-20, 21309-23, 21377-11, 21439-21, 21462-22"
440,"73435, 73468, 73471, 73540, 73588, 73761, 73983, 74090, 74112, 74137, 74308, 74343, 74354, 74455, 74469, 74478, 74538, 74571, 74579, 74702, 74763, 74789, 74802, 74808, 74842",2003,Nenhuma votação
854,"73421, 73458, 73460, 73470, 73684, 73777, 73896, 74295, 74321, 74329, 74449, 74450, 74452, 74476, 74556, 74562, 74563, 74579, 74586, 74588, 74592, 74674, 74685, 74693, 74756, 74778, 74780, 74785, 74787, 74791, 74792, 74808, 74829",5387,"30853-1, 30858-1, 30868-1, 30870-1, 30872-1, 30875-1, 30877-1, 30878-1, 30879-1, 30889-1, 30893-1, 30894-1"
1003,"73686, 73992, 74065, 74075, 74343, 74562, 74675, 74699, 74780, 74808",5375,Nenhuma votação
1005,"73686, 73992, 74065, 74075, 74343, 74562, 74675, 74699, 74780, 74808",5375,Nenhuma votação
1162,"73434, 73484, 73540, 73548, 73574, 73579, 73645, 73764, 74017, 74099, 74291, 74362, 74419, 74560, 74571, 74577, 74695, 74700, 74782, 74800, 74828, 74835, 74856",5333,Nenhuma votação
1337,"73475, 73487, 73532, 73888, 73896, 74192, 74646",180,Nenhuma votação
1338,"73470, 73487, 73532, 73896, 74192, 74199, 74646",180,Nenhuma votação
1626,"74194, 74298, 74405, 74431, 74452, 74462, 74464, 74465, 74472, 74520, 74556, 74561, 74588, 74671",5376,Nenhuma votação
1637,"73428, 73442, 73458, 73459, 73540, 73560, 73595, 73767, 73775, 73776, 73891, 73983, 74125, 74216, 74346, 74356, 74362, 74455, 74554, 74564, 74588, 74665, 74789, 74795, 74802, 74805, 74808, 74809, 74840",5409,Nenhuma votação
1638,"73428, 73442, 73458, 73459, 73560, 73595, 73775, 73776, 73983, 74100, 74125, 74216, 74356, 74362, 74416, 74455, 74478, 74554, 74564, 74588, 74665, 74789, 74795, 74805, 74809, 74812, 74840, 74842",5409,Nenhuma votação
1639,"73428, 73442, 73458, 73459, 73540, 73560, 73595, 73687, 73767, 73775, 73776, 73891, 73983, 74125, 74216, 74346, 74356, 74362, 74416, 74425, 74426, 74455, 74478, 74554, 74564, 74588, 74660, 74665, 74691, 74789, 74795, 74802, 74805, 74808, 74809, 74812, 74840, 74842",5409,Nenhuma votação
150,"73431, 73476, 73488, 74075, 74090, 74112, 74192, 74537, 74545, 74576, 74583, 74585, 74658, 74680, 74697, 74771, 74801, 74841",2018,Nenhuma votação
155,"73434, 73456, 73476, 73482, 73672, 73681, 74362, 74405, 74563, 74568, 74590, 74644, 74652, 74655, 74771, 74807, 74813, 74856",2014,Nenhuma votação
157,"73424, 73460, 73538, 73599, 73689, 74069, 74085, 74177, 74198, 74206, 74423, 74445, 74450, 74454, 74458, 74476, 74550, 74586, 74685, 74687, 74751, 74780, 74798, 74804, 74807",2006,Nenhuma votação
158,"73689, 74449, 74458, 74807, 74809",2006,Nenhuma votação
159,"73456, 73483, 73575, 73653, 73687, 73688, 73783, 73795, 73891, 73896, 73989, 74097, 74185, 74186, 74191, 74238, 74312, 74321, 74346, 74351, 74365, 74405, 74460, 74466, 74473, 74665, 74671, 74797, 74801, 74813",2001,"27398-2, 27443-2, 27485-2"
161,"73691, 73982, 73986, 74069, 74075, 74084, 74085, 74090, 74097, 74099, 74340, 74349, 74351, 74357, 74363, 74364, 74446",2017,27466-2
163,"73532, 73666, 73910, 73982, 74023, 74065, 74111, 74189, 74326, 74345, 74357, 74414, 74426, 74431, 74465, 74660, 74694, 74700, 74786, 74800, 74830, 74834, 74847",2015,Nenhuma votação
166,"73456, 73458, 74075, 74185, 74346, 74455, 74548, 74567, 74592, 74785",2008,Nenhuma votação
168,"65498, 73434, 73459, 73469, 73470, 73476, 73539, 73569, 73603, 73652, 73672, 73681, 73684, 74194, 74216, 74297, 74343, 74344, 74362, 74405, 74562, 74590, 74644, 74655, 74675, 74699, 74805",2014,Nenhuma votação
193,"73424, 73427, 73532, 73567, 73761, 73888, 73981, 73987, 74000, 74005, 74018, 74319, 74344, 74425, 74431, 74454, 74478, 74555, 74557, 74574, 74592, 74640, 74657, 74754, 74848, 97707",5550,Nenhuma votação
441,"73540, 73588, 73994, 74080, 74090, 74112, 74319, 74354, 74446, 74455, 74469, 74537, 74538, 74640, 74698, 74700, 74829, 74842",2003,Nenhuma votação
1103,"73667, 73891, 74364, 74575, 74585, 74590, 74655",536019,Nenhuma votação
1339,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74646",180,Nenhuma votação
1640,"73428, 73442, 73458, 73459, 73560, 73595, 73687, 73767, 73775, 74125, 74346, 74455, 74588, 74665, 74789, 74795, 74805, 74809, 74812, 74840",5409,Nenhuma votação
2088,"73454, 73654, 74014, 74016, 74133, 74467, 74575, 74581, 74800, 74841",5408,47466-2
152,"73451, 73454, 73538, 73567, 73588, 73661, 73761, 73765, 73777, 73788, 73990, 74100, 74120, 74333, 74354, 74456, 74462, 74479, 74549, 74550, 74559, 74571, 74647, 74658, 74673, 74680, 74744, 74803",2011,"27240-2, 27246-2, 27264-2, 27268-2, 27271-2, 27272-2, 27565-2, 27573-2"
164,"65498, 73434, 73456, 73459, 73464, 73470, 73476, 73477, 73490, 73569, 73603, 73652, 73667, 73672, 73681, 73684, 73690, 74016, 74091, 74194, 74208, 74216, 74297, 74343, 74344, 74360, 74362, 74405, 74463, 74470, 74479, 74559, 74562, 74563, 74568, 74578, 74590, 74644, 74652, 74656, 74675, 74690, 74699, 74777, 74799, 74807, 74848, 74853, 74856",2014,"15814-20, 15935-17, 16280-11, 16290-14, 17826-16, 18673-10, 18983-11, 19076-11, 19751-8, 19921-6, 20542-26, 20952-27, 27196-3, 27197-3, 27241-3, 27275-3, 27351-2, 27353-3, 27354-3, 27359-3, 27648-2"
172,"65498, 73424, 73460, 73535, 73538, 73599, 73689, 74069, 74085, 74177, 74206, 74222, 74238, 74305, 74423, 74445, 74449, 74450, 74454, 74458, 74476, 74550, 74556, 74585, 74586, 74635, 74685, 74751, 74780, 74798, 74804, 74807, 74809",2006,"16786-26, 27467-2, 27469-2"
176,"73441, 73446, 73461, 73466, 73485, 73490, 73491, 73534, 73545, 73567, 73602, 73653, 73775, 73776, 73777, 73780, 74065, 74133, 74248, 74295, 74319, 74337, 74357, 74434, 74557, 74592, 74656, 74681, 74691, 74692, 74810, 74841, 74856",2004,Nenhuma votação
180,"73422, 73445, 73458, 73466, 73667, 73685, 73794, 73874, 73893, 74185, 74346, 74355, 74455, 74464, 74548, 74558, 74567, 74592, 74593, 74647, 74685, 74704, 74785, 74793, 74803, 74804, 74860",2008,27649-2
182,"73428, 73431, 73441, 73445, 73471, 73475, 73476, 73554, 73555, 73579, 73643, 73645, 73677, 73778, 73792, 73794, 73888, 73897, 73981, 73987, 74090, 74112, 74192, 74225, 74454, 74477, 74520, 74529, 74537, 74545, 74552, 74555, 74576, 74577, 74583, 74585, 74587, 74658, 74680, 74695, 74697, 74746, 74747, 74751, 74754, 74768, 74782, 74795, 74841, 74847, 74850, 74861, 97707",2018,"27058-4, 27269-3, 27270-3, 27654-2"
184,"65904, 73434, 73435, 73442, 73460, 73461, 73464, 73467, 73557, 73559, 73569, 73573, 73596, 73662, 73672, 73686, 73772, 73775, 73781, 73907, 74069, 74124, 74177, 74195, 74200, 74304, 74329, 74351, 74356, 74358, 74425, 74427, 74455, 74459, 74468, 74549, 74554, 74555, 74558, 74561, 74565, 74581, 74584, 74588, 74590, 74591, 74632, 74637, 74640, 74686, 74691, 74744, 74778, 74779, 74780, 74783, 74784, 74790, 74833, 97707",2002,Nenhuma votação
442,"73421, 73435, 73463, 73468, 73471, 73475, 73484, 73486, 73540, 73558, 73588, 73645, 73677, 73761, 73782, 73904, 73983, 74023, 74076, 74080, 74112, 74137, 74301, 74308, 74319, 74343, 74354, 74441, 74446, 74455, 74457, 74469, 74478, 74538, 74557, 74571, 74574, 74579, 74580, 74640, 74663, 74665, 74676, 74698, 74782, 74789, 74792, 74808, 74828, 74829, 74840, 74842",2003,"13433-5, 14051-8, 14057-6, 14136-10, 14152-10, 14154-12, 14163-10, 14168-10, 14169-10, 14179-12, 14180-12, 14186-12, 14188-12, 14191-12, 14193-12, 14195-10, 14197-12, 14209-12, 14214-12, 14223-10, 14226-12, 14233-12, 14236-12, 14237-12, 14238-10, 14239-10, 14485-16, 14704-13, 14707-14, 14720-14, 14726-16, 15899-47, 30160-2"
506,"65498, 73434, 73471, 73532, 73534, 73545, 73553, 73666, 73667, 73672, 73674, 73758, 73986, 74124, 74434, 74548, 74592, 74680, 74691, 74809, 74812, 74813, 74830, 74841",5348,30704-2
859,"73424, 73431, 73458, 73470, 73572, 73777, 73896, 74321, 74329, 74423, 74449, 74450, 74452, 74458, 74553, 74555, 74556, 74562, 74563, 74579, 74586, 74588, 74592, 74685, 74693, 74751, 74756, 74778, 74780, 74783, 74785, 74787, 74791, 74792, 74829",5387,Nenhuma votação
1006,"73667, 73760, 73771, 73992, 74065, 74343, 74655, 74675, 74699, 74780, 74799, 74803, 74808",5375,Nenhuma votação
1085,"73534, 73778, 73781, 73891, 73896, 74344, 74362, 74450, 74555, 74574, 74575, 74650, 74665, 74777, 74791, 74803, 74810, 74842",5315,Nenhuma votação
1149,"73435, 73464, 73484, 73535, 73560, 73569, 73579, 73603, 73645, 74137, 74329, 74364, 74462, 74590, 74670, 74695, 74700",5364,"35776-2, 35777-2"
1759,"73587, 73780, 73982, 73986, 73987, 74097, 74099, 74222, 74240, 74340, 74341, 74345, 74357, 74360, 74364, 74365",5377,"41663-2, 41664-2, 41665-2, 41668-2, 41669-2, 41670-2, 41672-2, 41673-2"
2092,"73454, 73654, 74016, 74133, 74304, 74575, 74581, 74779, 74800, 74841",5408,"47470-2, 47473-2, 47477-2"
145,"73432, 73469, 73470, 73472, 73487, 73535, 73552, 73560, 73595, 73682, 73767, 73778, 73780, 73793, 73896, 73897, 73992, 74091, 74095, 74131, 74207, 74211, 74298, 74318, 74347, 74419, 74430, 74450, 74472, 74535, 74541, 74542, 74552, 74556, 74584, 74670, 74677, 74693, 74697, 74704, 74772, 74785, 74787, 74793, 74795, 74809, 74849, 74862",2010,"13785-10, 14072-11, 16282-18, 18429-20, 20392-18, 27553-2, 27555-2, 27557-2, 27560-2, 27561-2, 27562-2"
149,"73422, 73445, 73458, 73466, 73667, 73685, 73794, 73874, 73893, 74185, 74346, 74355, 74455, 74464, 74548, 74558, 74567, 74592, 74593, 74647, 74685, 74704, 74785, 74793, 74803, 74804, 74860",2008,"17935-9, 18341-9, 27267-2, 27421-2, 27424-2, 27488-2"
170,"73424, 73435, 73446, 73485, 73554, 73572, 73602, 73691, 73767, 73985, 74000, 74018, 74084, 74109, 74190, 74222, 74300, 74316, 74333, 74337, 74340, 74341, 74356, 74362, 74419, 74423, 74449, 74453, 74466, 74564, 74573, 74591, 74635, 74685, 74695, 74742, 74749, 74756, 74772, 74790, 74811, 74812, 74834, 74861",2016,18275-18
171,"73434, 73484, 73569, 73574, 73579, 73603, 73654, 73761, 73771, 73783, 74137, 74211, 74297, 74571, 74577, 74665, 74684, 74751, 74777, 74790, 74841, 74856",2007,"27487-2, 27490-2, 27491-2, 27496-2, 27500-2, 27501-2, 27502-2, 27505-2, 27506-2, 27508-2, 27568-2, 27569-2"
177,"65498, 73434, 73471, 73532, 73553, 73666, 73678, 73686, 73788, 73793, 73982, 74014, 74023, 74065, 74099, 74100, 74108, 74111, 74189, 74190, 74218, 74240, 74326, 74345, 74357, 74414, 74416, 74417, 74426, 74431, 74465, 74472, 74538, 74556, 74660, 74671, 74675, 74679, 74700, 74752, 74786, 74800, 74805, 74830, 74834, 74847",2015,27191-15
179,"73485, 73531, 73555, 73575, 73654, 73687, 73760, 73771, 73783, 73873, 73894, 73909, 73983, 74014, 74016, 74084, 74133, 74192, 74200, 74216, 74297, 74333, 74344, 74430, 74439, 74444, 74459, 74475, 74562, 74568, 74581, 74650, 74668, 74679, 74690, 74789, 74792, 74798, 74799",2009,"27206-2, 27248-2, 27287-2, 27288-2, 27415-2, 27417-2"
185,"65904, 73434, 73435, 73442, 73460, 73461, 73464, 73467, 73557, 73559, 73569, 73573, 73596, 73662, 73672, 73686, 73772, 73775, 73781, 73907, 74069, 74124, 74177, 74195, 74200, 74304, 74329, 74351, 74356, 74358, 74425, 74427, 74455, 74459, 74468, 74549, 74554, 74555, 74558, 74561, 74565, 74581, 74584, 74588, 74590, 74591, 74632, 74637, 74640, 74686, 74691, 74744, 74778, 74779, 74780, 74783, 74790, 74833, 97707",2002,"13407-5, 22745-6, 22754-5, 22852-4, 22920-8, 22951-6, 23051-8, 23076-8, 27668-2, 27677-2"
198,"73442, 73472, 73507, 73545, 73553, 73559, 73570, 73573, 73587, 73776, 73886, 73888, 73987, 74017, 74186, 74321, 74355, 74417, 74427, 74434, 74449, 74452, 74475, 74553, 74588, 74686, 74688, 74745, 74759, 74778, 74804, 74809, 74860",2012,Nenhuma votação
215,"73454, 73456, 73474, 73483, 73486, 73507, 73553, 73575, 73579, 73582, 73592, 73653, 73684, 73688, 73764, 73768, 73781, 73782, 73783, 73792, 73886, 73889, 73895, 73896, 73986, 73989, 74018, 74072, 74077, 74097, 74185, 74186, 74238, 74305, 74312, 74321, 74328, 74341, 74346, 74351, 74358, 74360, 74365, 74405, 74443, 74460, 74461, 74466, 74473, 74477, 74527, 74573, 74575, 74665, 74669, 74671, 74759, 74797, 74801, 74813",2001,27786-2
444,"73421, 73435, 73442, 73463, 73468, 73471, 73475, 73477, 73484, 73534, 73540, 73558, 73574, 73587, 73588, 73643, 73645, 73677, 73761, 73782, 73904, 73983, 74023, 74076, 74079, 74090, 74112, 74137, 74298, 74301, 74308, 74319, 74343, 74354, 74439, 74441, 74446, 74448, 74455, 74457, 74459, 74461, 74468, 74469, 74478, 74527, 74537, 74538, 74547, 74550, 74557, 74571, 74574, 74579, 74580, 74637, 74640, 74650, 74663, 74665, 74676, 74684, 74698, 74763, 74777, 74782, 74789, 74792, 74808, 74828, 74829, 74842",2003,"13999-6, 14198-10, 14212-10, 18406-15, 27330-11"
860,"73424, 73431, 73470, 73535, 73538, 73572, 73896, 74295, 74321, 74423, 74449, 74450, 74452, 74458, 74476, 74556, 74562, 74563, 74579, 74586, 74592, 74685, 74693, 74756, 74763, 74778, 74780, 74785, 74791, 74792, 74829, 74860",5387,Nenhuma votação
993,"73573, 74833",5349,Nenhuma votação
1340,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74646",180,Nenhuma votação
1341,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74646",180,Nenhuma votação
1641,"73428, 73442, 73459, 73560, 73595, 73767, 73775, 73776, 73780, 73983, 74100, 74125, 74346, 74356, 74362, 74416, 74425, 74426, 74455, 74478, 74554, 74564, 74588, 74665, 74789, 74795, 74805, 74808, 74809, 74812, 74840, 74842",5409,"36787-2, 36793-2"
165,"65498, 73434, 73476, 73477, 73603, 73652, 73672, 73681, 73684, 74216, 74343, 74353, 74356, 74360, 74362, 74405, 74460, 74562, 74563, 74575, 74590, 74652, 74656, 74675, 74699, 74807, 74856",2014,Nenhuma votação
210,"73422, 73424, 73445, 73451, 73456, 73458, 73466, 73469, 73532, 73595, 73667, 73778, 73788, 73874, 73893, 73896, 73992, 74075, 74094, 74342, 74346, 74355, 74414, 74442, 74455, 74535, 74548, 74558, 74567, 74592, 74593, 74647, 74660, 74674, 74704, 74752, 74785, 74793, 74803, 74804, 74860",2008,Nenhuma votação
369,"73431, 73451, 73471, 73476, 73554, 73645, 73778, 73794, 73888, 73982, 74112, 74225, 74520, 74555, 74576, 74583, 74585, 74587, 74695, 74754, 74795, 97707",2018,Nenhuma votação
393,"73434, 73484, 73569, 73574, 73603, 73654, 73761, 73771, 73783, 74137, 74211, 74297, 74571, 74577, 74665, 74684, 74751, 74777, 74790, 74841, 74856",2007,Nenhuma votação
445,"73421, 73475, 73477, 73484, 73540, 73558, 73574, 73588, 73645, 73677, 73761, 73904, 73983, 74076, 74112, 74301, 74319, 74343, 74354, 74441, 74446, 74455, 74457, 74468, 74469, 74478, 74538, 74571, 74574, 74579, 74640, 74665, 74698, 74763, 74782, 74792, 74794, 74828, 74829, 74840, 74842",2003,"15137-35, 16162-29, 18764-17, 19303-25, 19350-36, 20401-37, 21466-26, 21574-32, 25577-42"
446,"73421, 73471, 73475, 73477, 73484, 73540, 73558, 73574, 73588, 73645, 73677, 73761, 73904, 73983, 74076, 74112, 74137, 74301, 74319, 74343, 74354, 74441, 74446, 74455, 74457, 74468, 74469, 74478, 74538, 74571, 74574, 74576, 74579, 74580, 74640, 74665, 74698, 74763, 74782, 74792, 74794, 74828, 74829, 74840, 74842",2003,"14138-10, 14153-10, 14165-10, 14171-10, 14181-10, 14182-10, 14183-10, 14189-10, 14190-10, 14201-10, 14204-9, 14210-10, 14213-10, 14216-10, 14229-10, 14241-10, 14807-15, 15606-51, 16190-29, 18971-40, 19290-12, 20419-11, 20533-42, 21014-29, 21062-8, 21173-28, 21270-47, 21591-22, 30159-5"
508,"73434, 73454, 73459, 73471, 73531, 73532, 73534, 73662, 73667, 74021, 74124, 74548, 74592, 74704, 74778, 74795, 74809, 74810, 74812, 74813, 74830",5348,Nenhuma votação
1150,"73435, 73464, 73484, 73535, 73560, 73569, 73579, 73603, 73645, 73792, 74137, 74225, 74329, 74364, 74442, 74457, 74462, 74577, 74590, 74656, 74670, 74695",5364,Nenhuma votação
1186,"73434, 73484, 73569, 73579, 73645, 73764, 73780, 74099, 74362, 74419, 74431, 74457, 74571, 74577, 74695, 74700, 74800, 74828, 74856",5333,Nenhuma votação
1342,"73475, 73487, 73532, 73888, 73896, 74646",180,Nenhuma votação
1343,"73475, 73487, 73532, 73888, 73896, 74199, 74646",180,Nenhuma votação
1642,"73428, 73442, 73459, 73560, 73595, 73687, 73767, 73775, 73776, 73780, 73983, 74125, 74216, 74346, 74356, 74362, 74416, 74426, 74455, 74478, 74554, 74564, 74588, 74665, 74691, 74795, 74805, 74812, 74840, 74842",5409,36795-2
1764,"73982, 74097, 74099, 74222, 74351, 74353, 74357, 74360, 74365, 74457",5377,Nenhuma votação
2079,"73476, 73483, 73554, 73569, 73574, 73654, 73760, 74538, 74856, 74862",5388,"47471-2, 47472-2"
2095,"73574, 73687, 74304, 74467, 74476, 74575, 74581, 74841",5408,Nenhuma votação
186,"73467, 73485, 73531, 73555, 73667, 73685, 73760, 73771, 73873, 73894, 73909, 73983, 74014, 74016, 74084, 74192, 74194, 74200, 74216, 74297, 74344, 74439, 74444, 74459, 74475, 74562, 74581, 74668, 74669, 74679, 74690, 74787, 74789, 74792, 74798, 74799, 74842",2009,"15735-20, 16882-10, 18743-24, 19678-15, 20209-10, 27855-2, 27856-2"
190,"73432, 73445, 73469, 73470, 73487, 73535, 73560, 73595, 73682, 73767, 73778, 73780, 73793, 73896, 73897, 73992, 74072, 74095, 74211, 74298, 74318, 74347, 74419, 74450, 74452, 74472, 74541, 74542, 74552, 74584, 74670, 74672, 74677, 74693, 74704, 74785, 74787, 74788, 74793, 74795, 74809, 74849, 74862",2010,"20684-17, 21182-12"
196,"73422, 73445, 73451, 73456, 73458, 73466, 73469, 73595, 73667, 73874, 73893, 73992, 74075, 74094, 74342, 74346, 74355, 74442, 74455, 74475, 74548, 74558, 74567, 74592, 74593, 74647, 74660, 74674, 74704, 74785, 74793, 74803, 74804, 74860",2008,"13766-15, 16020-13, 17985-16, 18683-11, 27687-2"
197,"73507, 73559, 73570, 73573, 73587, 73776, 73793, 73888, 73987, 74186, 74321, 74355, 74417, 74427, 74452, 74475, 74553, 74588, 74688, 74742, 74745, 74756, 74759, 74778, 74788, 74809",2012,"21009-27, 27656-2"
